Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Hyundai,Veloster,2.0L Inline-4,2000.0,275.0,220.0,6.0,25000.0,Petrol,4,264.0
Hyundai,Nexo,Electric Motor,1.0,161.0,180.0,7.0,38000.0,Hydrogen,5,400.0
Hyundai,Ioniq,1.6L Inline-4,1600.0,139.0,160.0,8.0,18000.0,Hybrid/Electric,5,295.0
Hyundai,Genesis,3.8L V6,3800.0,291.0,240.0,6.0,52000.0,Petrol,5,400.0
Hyundai,Azera,3.3L V6,3300.0,278.0,240.0,6.0,55000.0,Petrol,5,250.0
Hyundai,Equus,3.3L V6,3300.0,278.0,240.0,6.0,55000.0,Petrol,5,400.0
Hyundai,Tiburon,2.0L Inline-4,2000.0,160.0,200.0,8.0,19000.0,Petrol,4,320.0
Hyundai,Elantra Gt,1.6L Turbo Gdi 4-Cylinder,2000.0,160.0,200.0,8.0,22000.0,Petrol,5,320.0
Volkswagen,Golf,1.5L Turbo I4 / Electric,1498.0,215.0,210.0,8.0,23000.0,Petrol,5,250.0
Volkswagen,Passat,2.0L Turbo I4,1984.0,215.0,210.0,7.0,25000.0,Petrol,5,250.0
Volkswagen,Tiguan,2.0L Turbo I4,1984.0,190.0,209.0,8.0,28505.0,"Petrol, Hybrid",7,300.0
Volkswagen,Jetta,1.5L Turbo I4,1498.0,189.0,210.0,7.0,21995.0,Petrol,5,250.0
Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,999.0,140.0,190.0,9.0,18000.0,Petrol,5,175.0
Volkswagen,Arteon,2.0L Turbo I4,1984.0,215.0,250.0,5.0,46000.0,Petrol,5,350.0
Volkswagen,Id.4,Electric,77.0,251.5,160.0,7.0,39735.0,Electric,5,310.0
Volkswagen,Up!,Electric,32.0,82.0,160.0,13.0,15000.0,Petrol,4,95.0
Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,2967.0,365.5,235.0,5.0,55000.0,"Petrol, Diesel",5,600.0
Volkswagen,Scirocco,2.0L Turbo I4,1984.0,202.5,233.0,6.0,35000.0,Petrol,4,350.0
Volkswagen,Beetle,2.0L Turbo I4,1984.0,157.5,205.0,7.0,20000.0,Petrol,4,240.0
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967.0,210.5,180.0,7.0,40000.0,Diesel,5,550.0
Volkswagen,T-Roc,2.0L Turbo I4,1984.0,207.5,205.0,7.0,30000.0,Petrol,5,320.0
Volkswagen,Sharan,2.0L Turbo I4,1984.0,185.0,200.0,9.0,33000.0,"Petrol, Diesel",7,280.0
Volkswagen,Caddy,1.5L Turbo I4,1498.0,126.0,185.0,10.0,28000.0,"Petrol, Diesel",7,250.0
Nissan,Nv1500,4.0L V6,3954.0,261.0,160.0,9.0,33000.0,Petrol,12,385.0
Volkswagen,Taigo,1.5L Turbo I4,1498.0,122.5,183.0,10.0,24000.0,Petrol,5,200.0
Volkswagen,California,2.0L Turbo I4,1984.0,177.0,180.0,13.0,70000.0,Diesel,7,340.0
Volkswagen,Id.3,Electric,58.0,204.0,160.0,7.0,35000.0,Electric,5,310.0
Volkswagen,Id. Buzz,Electric,77.0,204.0,145.0,10.0,59995.0,Electric,7,310.0
Volkswagen,Golf Gti,2.0L Turbo I4,1984.0,245.0,250.0,5.0,31965.0,Petrol,5,350.0
Volkswagen,Golf R,2.0L Turbo I4,1984.0,315.0,250.0,4.0,44640.0,Petrol,5,420.0
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968.0,215.0,220.0,7.0,36000.0,Diesel,5,400.0
Volkswagen,Polo Gti,2.0L Turbo I4,1984.0,204.0,238.0,6.0,28000.0,Petrol,5,320.0
Volkswagen,Up! Gti,1.0L Turbo I3,999.0,115.0,196.0,8.0,20000.0,Petrol,4,200.0
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999.0,122.5,200.0,10.0,25000.0,Petrol,5,250.0
Volkswagen,Id.5,Electric,77.0,236.5,180.0,8.0,45000.0,Electric,5,310.0
Volkswagen,Id. Buzz Cargo,Electric,77.0,204.0,145.0,10.0,55000.0,Electric,3,310.0
Volkswagen,Touareg R,Plug-In Hybrid V6,2995.0,462.0,250.0,5.0,70000.0,Hybrid,5,700.0
Volkswagen,Multivan,Plug-In Hybrid / Diesel I4,1395.0,184.0,190.0,9.0,50000.0,"Petrol, Hybrid",7,350.0
Volkswagen,Polo Bluemotion,1.2L Diesel I3,1199.0,85.0,190.0,10.0,22000.0,Diesel,5,250.0
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498.0,140.0,210.0,8.0,30000.0,Petrol,5,250.0
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968.0,173.5,210.0,7.0,35000.0,Petrol,5,350.0
Volkswagen,Scirocco R,2.0L Turbo I4,1984.0,280.0,250.0,5.0,40000.0,Petrol,4,350.0
Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984.0,207.0,215.0,7.0,35000.0,Petrol,7,320.0
Volkswagen,Arteon 4Motion,2.0L Turbo I4,1984.0,255.0,250.0,5.0,48000.0,Petrol,5,350.0
Volkswagen,Id.4 Gtx,Electric Awd,77.0,299.0,180.0,6.0,50000.0,Electric,5,460.0
Volkswagen,Id.3 Pro,Electric,58.0,204.0,160.0,7.0,35000.0,Electric,5,310.0
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,1498.0,140.0,220.0,7.0,32000.0,Petrol,5,320.0
Volkswagen,Crafter,2.0L Turbo Diesel I4,1968.0,139.5,160.0,13.0,40000.0,Diesel,3,410.0
Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,1390.0,67.5,170.0,14.0,15000.0,Petrol,4,120.0
Volkswagen,Corrado,2.9L Vr6,2861.0,190.0,235.0,6.0,25000.0,Petrol,4,245.0
Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967.0,345.0,250.0,6.0,85000.0,Petrol,5,560.0
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197.0,157.5,217.0,8.0,30000.0,Petrol,4,200.0
Volkswagen,Santana,1.5L I4 Gas,1498.0,110.0,190.0,12.0,15000.0,Petrol,5,145.0
Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,1390.0,95.0,170.0,10.0,14000.0,Petrol,5,132.0
Volkswagen,Karmann Ghia,1.2L I4 Gas,1192.0,47.0,138.0,23.0,25000.0,Petrol,2,106.0
Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,1198.0,65.0,148.0,17.0,12000.0,Petrol,5,93.0
Volkswagen,Vento,1.6L I4 Gas / Diesel,1598.0,107.5,186.0,11.0,18000.0,Petrol,5,153.0
Volkswagen,Golf Electric,Electric,35.0,136.0,140.0,10.0,33000.0,Electric,5,290.0
Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,1598.0,125.0,200.0,9.0,20000.0,Petrol,5,220.0
Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,1984.0,255.5,190.0,8.0,32000.0,Petrol,7,350.0
Volkswagen,Taos,1.5L I4 Turbo,1498.0,158.0,193.0,8.0,24000.0,Petrol,5,250.0
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999.0,98.5,160.0,12.0,18000.0,Petrol,4,95.0
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,999.0,132.5,205.0,9.0,35000.0,Petrol,4,250.0
Volkswagen,Passat Cc,2.0L I4 Turbo,1984.0,240.0,240.0,7.0,40000.0,Petrol,5,280.0
Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968.0,153.0,180.0,12.0,35000.0,Diesel,9,340.0
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967.0,231.0,191.0,7.0,45000.0,Diesel,5,580.0
Volkswagen,Id.2,Electric,50.0,170.0,160.0,8.0,25000.0,Electric,5,220.0
Volkswagen,Polo Tdi,1.4L I4 Diesel / 1.6L Diesel,1390.0,90.0,190.0,9.0,20000.0,Diesel,5,250.0
Volkswagen,Golf Gte,Plug-In Hybrid (1.4L I4 Turbo),1395.0,204.0,222.0,7.0,40000.0,Hybrid,5,350.0
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956.0,421.0,250.0,4.0,70000.0,Petrol,5,770.0
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395.0,150.0,200.0,7.0,30000.0,Petrol,4,250.0
Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,1498.0,215.0,210.0,8.0,28000.0,Petrol,5,250.0
Volkswagen,Id.4 Pro S,Electric,77.0,201.0,180.0,7.0,45000.0,Electric,5,310.0
Volkswagen,Golf Country,1.8L I4 Gas,1781.0,98.0,165.0,12.0,25000.0,Petrol,5,170.0
Volkswagen,Jetta Gli,2.0L I4 Turbo,1984.0,228.0,250.0,6.0,31000.0,Petrol,5,350.0
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984.0,235.0,250.0,5.0,50000.0,Petrol,5,420.0
Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,999.0,132.5,200.0,8.0,27000.0,Petrol,5,250.0
Volkswagen,Golf R32,3.2L Vr6,3189.0,240.0,250.0,6.0,40000.0,Petrol,5,320.0
Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598.0,180.0,220.0,8.0,26000.0,Petrol,5,280.0
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781.0,137.0,220.0,7.0,35000.0,Petrol,4,230.0
Volkswagen,Polo Bluemotion,1.2L Diesel I3,1199.0,85.0,190.0,10.0,20000.0,Diesel,5,210.0
Volkswagen,Golf Variant Gtd,2.0L Diesel I4,1968.0,184.0,230.0,7.0,38000.0,Diesel,5,380.0
Volkswagen,Polo Gti R5,1.6L Turbocharged Rally Engine,1598.0,272.0,200.0,4.0,45000.0,Petrol,5,400.0
Volkswagen,Id. Buzz Pro,Electric,77.0,204.0,145.0,10.0,60000.0,Electric,7,310.0
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,170.0,210.0,8.0,28000.0,Hybrid,5,250.0
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968.0,175.0,220.0,7.0,35000.0,Petrol,5,320.0
Volkswagen,Volkswagen Xl1,Plug-In Hybrid (0.8L I2 Diesel),800.0,68.0,160.0,11.0,150000.0,Hybrid,2,140.0
Volkswagen,Golf Tdi,2.0L Diesel I4,1968.0,167.0,220.0,8.0,28000.0,Diesel,5,350.0
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498.0,195.0,220.0,8.0,30000.0,Petrol,5,280.0
Volkswagen,Polo Gti Clubsport,2.0L I4 Turbo,1984.0,300.0,240.0,6.0,30000.0,Petrol,5,320.0
Volkswagen,Id.3 Gtx,Electric,77.0,299.0,180.0,6.0,45000.0,Electric,5,310.0
Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984.0,235.0,250.0,5.0,50000.0,Petrol,5,420.0
Volkswagen,Golf Tgi,1.5L I4 Cng,1498.0,130.0,220.0,8.0,30000.0,Petrol,5,200.0
Volkswagen,Scirocco Gts,2.0L I4 Turbo,1984.0,220.0,246.0,6.0,35000.0,Petrol,4,350.0
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968.0,136.0,180.0,12.0,25000.0,Diesel,7,250.0
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199.0,61.0,165.0,14.0,20000.0,Diesel,4,140.0
Volkswagen,Polo Beats,1.0L I3 Turbo,999.0,95.0,187.0,9.0,22000.0,Petrol,5,175.0
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,215.0,210.0,7.0,32000.0,Hybrid,5,330.0
Volkswagen,Golf Tcr,2.0L I4 Turbo,1984.0,290.0,250.0,5.0,40000.0,Petrol,5,370.0
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984.0,210.0,250.0,4.0,45000.0,Petrol,5,420.0
Volkswagen,Sharan Business,2.0L Diesel I4,1968.0,167.0,200.0,8.0,35000.0,Diesel,7,350.0
Volkswagen,Id. Buzz Cargo Pro,Electric,77.0,204.0,145.0,10.0,55000.0,Electric,2,310.0
Volkswagen,Arteon 280 Tsi,2.0L I4 Turbo,1984.0,280.0,250.0,5.0,50000.0,Petrol,5,350.0
Volkswagen,Jetta Gli 35Th,2.0L I4 Turbo,1984.0,228.0,250.0,6.0,31000.0,Petrol,5,350.0
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984.0,174.0,205.0,7.0,25000.0,Petrol,4,250.0
Volkswagen,Golf Variant Tdi,2.0L Diesel I4,1968.0,167.0,220.0,7.0,30000.0,Diesel,5,350.0
Volkswagen,Golf 4Motion,2.0L Diesel I4,1968.0,167.0,250.0,4.0,40000.0,Petrol,5,400.0
Volkswagen,Jetta Sportwagen,1.4L I4 Turbo / 2.0L Diesel I4,1395.0,148.5,200.0,8.0,27000.0,Petrol,5,250.0
Volkswagen,Polo Gti Plus,2.0L I4 Turbo,1984.0,207.0,237.0,6.0,30000.0,Petrol,5,320.0
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967.0,285.5,235.0,7.0,60000.0,Petrol,5,450.0
Volkswagen,Tiguan Ehybrid,1.4L I4 Turbo + Electric Motor,1395.0,245.0,200.0,7.0,42000.0,Hybrid,5,400.0
Volkswagen,Up! E-Up!,Electric,32.0,83.0,130.0,11.0,23000.0,Electric,4,210.0
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996.0,325.0,210.0,7.0,70000.0,Diesel,5,580.0
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984.0,265.0,250.0,5.0,45000.0,Petrol,4,380.0
Volkswagen,Passat Alltrack Tdi,2.0L Diesel I4,1968.0,190.0,220.0,8.0,40000.0,Diesel,5,400.0
Volkswagen,Id. Buzz Cargo Ev,Electric,77.0,204.0,145.0,10.0,55000.0,Electric,2,310.0
Nissan,Versa,1.6L Inline-4,1598.0,122.0,180.0,10.0,16700.0,Petrol,5,154.0
Nissan,Micra,1.0L Turbocharged Inline-3,999.0,100.0,175.0,10.0,15500.0,Petrol,5,160.0
Nissan,Patrol Platinum,5.6L V8,5552.0,400.0,210.0,7.0,77000.0,Petrol,7,560.0
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332.0,156.0,195.0,8.0,26000.0,Petrol,5,260.0
Nissan,Murano,3.5L V6,3498.0,260.0,210.0,7.0,39000.0,Petrol,5,325.0
Nissan,Maxima Platinum,3.5L V6,3498.0,300.0,220.0,6.0,45000.0,Petrol,5,353.0
Nissan,Armada,5.6L V8,5552.0,400.0,210.0,6.0,51000.0,Petrol,8,560.0
Nissan,Kicks,1.6L Inline-4,1598.0,122.0,180.0,10.0,20000.0,Petrol,5,154.0
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498.0,201.0,200.0,8.0,29000.0,Hybrid,5,305.0
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997.0,400.0,250.0,4.0,40000.0,Petrol,2,475.0
Nissan,Almera,1.0L Turbocharged Inline-3,999.0,100.0,185.0,10.0,14500.0,Petrol,5,160.0
Nissan,Sylphy,1.8L Inline-4,1798.0,137.0,190.0,9.0,18000.0,Petrol,5,174.0
Nissan,Note,1.2L Inline-3 Hybrid,1198.0,109.0,170.0,11.0,16000.0,Hybrid,5,150.0
Nissan,Sunny,1.6L Inline-4,1598.0,118.0,180.0,11.0,15000.0,Petrol,5,156.0
Nissan,Cube,1.8L Inline-4,1798.0,122.0,175.0,10.0,14500.0,Petrol,5,171.0
Nissan,Juke,1.0L Turbocharged Inline-3,999.0,117.0,180.0,10.0,25000.0,Petrol,5,180.0
Nissan,Terrano,1.5L Inline-4 Diesel,1461.0,110.0,168.0,13.0,15500.0,Diesel,5,248.0
Nissan,Magnite,1.0L Turbocharged Inline-3,999.0,100.0,160.0,13.0,12000.0,Petrol,5,160.0
Nissan,Xterra,4.0L V6,3954.0,261.0,200.0,7.0,35000.0,Petrol,7,381.0
Nissan,Patrol,5.6L V8,5552.0,400.0,210.0,7.0,77000.0,Petrol,7,560.0
Nissan,Gt-R Nismo,3.8L Twin-Turbo V6,3799.0,600.0,330.0,2.0,220000.0,Petrol,2,652.0
Nissan,370Z Roadster,3.7L V6,3696.0,332.0,250.0,5.0,41820.0,Petrol,2,366.0
Nissan,Ariya,Dual Electric Motors,87.0,389.0,200.0,5.0,58950.0,Electric,5,600.0
Nissan,Patrol Royale,5.6L V8,5552.0,400.0,210.0,6.0,85000.0,Petrol,7,560.0
Nissan,Infiniti Qx80*,5.6L V8,5552.0,400.0,210.0,6.0,70600.0,Petrol,7,560.0
Nissan,Tiida,1.6L Inline-4,1598.0,126.0,190.0,10.0,14500.0,Petrol,5,154.0
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197.0,115.0,190.0,10.0,19000.0,Petrol,5,190.0
Nissan,Latio,1.5L Inline-4,1498.0,102.0,175.0,11.0,13000.0,Petrol,5,139.0
Nissan,Bluebird Sylphy,2.0L Inline-4,1997.0,133.0,185.0,10.0,18500.0,Petrol,5,191.0
Nissan,March,1.2L Inline-3,1198.0,79.0,170.0,13.0,12000.0,Petrol,5,106.0
Nissan,Rogue Sport,2.0L Inline-4,1997.0,141.0,190.0,9.0,24960.0,Petrol,5,199.0
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997.0,179.0,180.0,9.0,28500.0,Hybrid,5,207.0
Nissan,Pathfinder Rock Creek,3.5L V6,3498.0,284.0,190.0,7.0,42820.0,Petrol,7,351.0
Nissan,Armada Platinum,5.6L V8,5552.0,400.0,210.0,6.0,65300.0,Petrol,8,560.0
Nissan,Terrano Xl,1.6L Inline-4,1598.0,104.0,165.0,12.0,14000.0,Petrol,5,145.0
Nissan,Gt-R50 By Italdesign,3.8L Twin-Turbo V6,3799.0,720.0,315.0,2.0,1100000.0,Petrol,2,780.0
Nissan,370Z Nismo,3.7L V6,3696.0,350.0,250.0,5.0,45790.0,Petrol,2,374.0
Nissan,Ariya E-4Orce,Dual Electric Motors,87.0,389.0,200.0,5.0,60000.0,Electric,5,600.0
Nissan,Patrol Nismo,5.6L V8,5552.0,428.0,210.0,6.0,105000.0,Petrol,7,560.0
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997.0,300.0,250.0,5.0,41750.0,Petrol,4,400.0
Nissan,Primera,2.0L Inline-4,1998.0,140.0,200.0,9.0,20000.0,Petrol,5,190.0
Nissan,Skyline,3.0L V6 Twin-Turbo,2997.0,400.0,250.0,5.0,50000.0,Petrol,5,475.0
Nissan,Cedric,2.0L Inline-6,1998.0,150.0,190.0,10.0,22000.0,Petrol,5,190.0
Nissan,Gloria,2.5L V6,2498.0,210.0,210.0,8.0,30000.0,Petrol,5,250.0
Nissan,Stanza,1.8L Inline-4,1796.0,120.0,175.0,11.0,18500.0,Petrol,5,170.0
Nissan,Patrol Super Safari,4.8L Inline-6,4750.0,280.0,190.0,8.0,55000.0,Petrol,7,451.0
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488.0,250.0,190.0,7.0,42500.0,Hybrid,7,329.0
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498.0,190.0,175.0,10.0,40000.0,Petrol,7,240.0
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497.0,201.0,180.0,8.0,38000.0,Petrol,5,300.0
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332.0,158.0,190.0,9.0,36000.0,Hybrid,5,270.0
Nissan,Gt-R V-Spec,3.8L Twin-Turbo V6,3799.0,600.0,330.0,2.0,175000.0,Petrol,2,652.0
Nissan,Skyline Nismo,3.0L Twin-Turbo V6,2997.0,420.0,270.0,4.0,55000.0,Petrol,5,475.0
Nissan,Ariya Lounge Edition,Dual Electric Motors,87.0,389.0,200.0,5.0,63000.0,Electric,5,600.0
Nissan,Patrol Titanium,5.6L V8,5552.0,428.0,210.0,6.0,98000.0,Petrol,7,560.0
Nissan,Infiniti Fx50*,5.0L V8,5026.0,390.0,250.0,5.0,61750.0,Petrol,5,500.0
Nissan,Avenir,2.0L Inline-4,1998.0,140.0,180.0,9.0,20000.0,Petrol,5,186.0
Nissan,Wingroad,1.8L Inline-4,1798.0,125.0,175.0,10.0,18000.0,Petrol,5,168.0
Nissan,Presea,1.8L Inline-4,1838.0,115.0,170.0,11.0,17500.0,Petrol,5,161.0
Nissan,Leopard,3.0L V6,2960.0,210.0,200.0,8.0,32000.0,Petrol,5,265.0
Nissan,Sunny Nismo Edition,1.6L Turbo Inline-4,1598.0,190.0,200.0,7.0,24000.0,Petrol,5,240.0
Nissan,Paladin,2.4L Inline-4,2438.0,150.0,180.0,10.0,20000.0,Petrol,5,217.0
Nissan,Hardbody Suv,2.5L Inline-4,2498.0,158.0,175.0,11.0,18500.0,Petrol,5,225.0
Nissan,Patrol Desert Edition,5.6L V8,5552.0,428.0,210.0,6.0,95000.0,Petrol,7,560.0
Nissan,Pathfinder Armada,5.6L V8,5552.0,400.0,200.0,6.0,60000.0,Petrol,7,560.0
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497.0,201.0,180.0,8.0,39000.0,Petrol,5,300.0
Nissan,Gt-R Black Edition,3.8L Twin-Turbo V6,3799.0,600.0,330.0,2.0,185000.0,Petrol,2,652.0
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997.0,400.0,250.0,4.0,48000.0,Petrol,2,475.0
Nissan,Skyline Gt-R R34,2.6L Twin-Turbo Inline-6,2568.0,276.0,250.0,5.0,70000.0,Petrol,4,392.0
Nissan,Ariya Premiere,Dual Electric Motors,87.0,389.0,200.0,5.0,67000.0,Electric,5,600.0
Nissan,Infiniti Qx55*,2.0L Vc-Turbo Inline-4,1997.0,268.0,230.0,6.0,50000.0,Petrol,5,380.0
Nissan,Nv350 Caravan,2.5L Inline-4 Diesel,2488.0,129.0,155.0,12.0,28000.0,Diesel,8,356.0
Nissan,Navara,2.3L Inline-4 Diesel,2298.0,190.0,180.0,10.0,32000.0,Diesel,5,450.0
Nissan,Titan Xd,5.6L V8,5552.0,400.0,195.0,6.0,55000.0,Petrol,6,560.0
Nissan,Evalia,1.5L Inline-4 Diesel,1461.0,85.0,140.0,15.0,25000.0,Diesel,7,200.0
Nissan,Cabstar,2.5L Inline-4 Diesel,2488.0,130.0,145.0,14.0,27000.0,Diesel,3,350.0
Nissan,Cherry,1.4L Inline-4,1397.0,67.0,145.0,14.0,14000.0,Petrol,5,110.0
Nissan,Laurel,2.8L Inline-6 Diesel,2825.0,94.0,160.0,12.0,22000.0,Diesel,5,184.0
Nissan,Silvia,2.0L Turbo Inline-4,1998.0,247.0,235.0,5.0,45000.0,Petrol,4,275.0
Nissan,Nx Coupe,2.0L Inline-4,1998.0,140.0,200.0,9.0,22000.0,Petrol,4,180.0
Nissan,Ad Wagon,1.5L Inline-4,1498.0,105.0,165.0,12.0,16000.0,Petrol,5,150.0
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750.0,280.0,190.0,8.0,58000.0,Petrol,7,451.0
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498.0,284.0,195.0,7.0,44000.0,Petrol,7,351.0
Nissan,Terrano Ii,2.7L Inline-4 Diesel,2664.0,125.0,160.0,12.0,28000.0,Diesel,5,278.0
Nissan,Murano Crosscabriolet,3.5L V6,3498.0,260.0,195.0,7.0,47000.0,Petrol,4,325.0
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497.0,204.0,190.0,8.0,43000.0,Hybrid,5,305.0
Nissan,Gt-R Lm Nismo,3.0L Twin-Turbo V6 Hybrid,3000.0,500.0,320.0,3.0,600000.0,Hybrid,2,650.0
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997.0,400.0,250.0,4.0,70000.0,Petrol,5,475.0
Nissan,Infiniti G37*,3.7L V6,3696.0,328.0,250.0,5.0,42000.0,Petrol,5,365.0
Nissan,Patrol Black Edition,5.6L V8,5552.0,400.0,200.0,6.0,85000.0,Petrol,7,560.0
Nissan,Ariya Empower+,Dual Electric Motors,87.0,389.0,200.0,5.0,68000.0,Electric,5,600.0
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595.0,96.0,175.0,10.0,25000.0,Petrol,4,135.0
Nissan,200Sx,2.0L Turbo Inline-4,1998.0,200.0,240.0,7.0,30000.0,Petrol,4,265.0
Nissan,300Zx,3.0L Twin-Turbo V6,2960.0,300.0,250.0,5.0,50000.0,Petrol,4,384.0
Nissan,R390 Gt1 Road Car,3.5L Twin-Turbo V8,3495.0,550.0,354.0,3.0,1000000.0,Petrol,2,637.0
Nissan,Figaro,1.0L Turbo Inline-4,987.0,76.0,170.0,12.0,20000.0,Petrol,4,103.0
Nissan,Hardbody Truck,2.4L Inline-4,2389.0,134.0,160.0,10.0,25000.0,Petrol,5,206.0
Nissan,Atlas,3.0L Inline-4 Diesel,2999.0,130.0,130.0,18.0,35000.0,Diesel,3,300.0
Nissan,Clipper,660Cc Inline-3,659.0,48.0,110.0,18.0,10000.0,Petrol,4,62.0
Nissan,Nv200,2.0L Inline-4,1998.0,131.0,140.0,14.0,28000.0,Petrol,7,188.0
Nissan,Violet,1.8L Inline-4,1770.0,85.0,155.0,13.0,18000.0,Petrol,5,130.0
Nissan,Bluebird Z,2.0L Inline-4,1998.0,140.0,190.0,11.0,23000.0,Petrol,5,180.0
Nissan,Stanza Wagon,2.4L Inline-4,2389.0,138.0,160.0,12.0,22000.0,Petrol,7,205.0
Nissan,180Sx,2.0L Turbo Inline-4,1998.0,205.0,240.0,6.0,35000.0,Petrol,4,275.0
Nissan,Sunny California,1.6L Inline-4,1597.0,110.0,170.0,11.0,18000.0,Petrol,5,140.0
Nissan,Patrol Warrior,5.6L V8,5552.0,428.0,205.0,6.0,95000.0,Petrol,7,580.0
Nissan,Pathfinder Armada Platinum,5.6L V8,5552.0,400.0,190.0,6.0,70000.0,Petrol,7,560.0
Nissan,Rogue Sport Sl,2.0L Inline-4,1998.0,141.0,190.0,9.0,32000.0,Petrol,5,195.0
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497.0,204.0,190.0,8.0,46000.0,Hybrid,5,305.0
Nissan,Qashqai E-Power,1.5L Hybrid,1497.0,187.0,200.0,7.0,40000.0,Hybrid,5,330.0
Nissan,Gt-R Egoist,3.8L Twin-Turbo V6,3799.0,565.0,315.0,2.0,220000.0,Petrol,2,637.0
Nissan,Infiniti M45*,4.5L V8,4494.0,325.0,250.0,5.0,50000.0,Petrol,5,451.0
Nissan,Skyline 50Th Anniversary,3.0L Twin-Turbo V6,2997.0,400.0,250.0,4.0,75000.0,Petrol,5,475.0
Nissan,Ariya Dual Motor Awd,Dual Electric Motors,87.0,389.0,200.0,5.0,70000.0,Electric,5,600.0
Nissan,Patrol Legend Edition,5.6L V8,5552.0,428.0,205.0,6.0,95000.0,Petrol,7,580.0
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393.0,151.0,210.0,8.0,45000.0,Petrol,2,198.0
Nissan,100Nx,1.6L Inline-4,1597.0,110.0,185.0,9.0,18000.0,Petrol,4,135.0
Nissan,Cedric Special Edition,3.0L V6,2960.0,250.0,225.0,8.0,60000.0,Petrol,5,330.0
Nissan,300Zx Turbo,3.0L Twin-Turbo V6,2960.0,300.0,250.0,5.0,55000.0,Petrol,4,384.0
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998.0,250.0,240.0,5.0,35000.0,Petrol,4,300.0
